article_id,prod_name,product_type_name,product_group_name,colour_group_name,department_name,section_name,garment_group_name,detail_desc,image_url,combined_features
0485549013,Adam 2-p Long J SB,Long John,Underwear,Dark Blue,Kids Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear",Longjohns in soft cotton jersey with an elasticated waist and ribbed hems.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485549013.jpg,"adam 2-p long j sb long john underwear dark blue kids boy uw/nw boys underwear & basics under-, nightwear longjohns in soft cotton jersey with an elasticated waist and ribbed hems."
0421387033,Isak graphic tee,T-shirt,Garment Upper body,Black,Men Sport Bottoms,Men H&M Sport,Jersey Fancy,"Running top in fast-drying, breathable functional fabric with short raglan sleeves and reflective details. Regular fit.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/042/0421387033.jpg,"isak graphic tee t-shirt garment upper body black men sport bottoms men h&m sport jersey fancy running top in fast-drying, breathable functional fabric with short raglan sleeves and reflective details. regular fit."
0516614001,Logan lettuce hem,T-shirt,Garment Upper body,Light Pink,Young Girl Jersey Fancy,Young Girl,Jersey Fancy,"Wide top in soft, ribbed jersey with short sleeves with overlocked edges and an overlocked hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0516614001.jpg,"logan lettuce hem t-shirt garment upper body light pink young girl jersey fancy young girl jersey fancy wide top in soft, ribbed jersey with short sleeves with overlocked edges and an overlocked hem."
0535722002,Sean Trouser,Trousers,Garment Lower body,Dark Grey,Trouser,Contemporary Smart,Trousers,"Suit trousers in a woven viscose blend containing some wool with an extended waistband with concealed hook-and-eye fasteners and a zip fly. Side pockets, welt back pockets, and legs with creases. Slim fit that is close-fitting at the thighs, knees and ankles to created a fitted silhouette.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/053/0535722002.jpg,"sean trouser trousers garment lower body dark grey trouser contemporary smart trousers suit trousers in a woven viscose blend containing some wool with an extended waistband with concealed hook-and-eye fasteners and a zip fly. side pockets, welt back pockets, and legs with creases. slim fit that is close-fitting at the thighs, knees and ankles to created a fitted silhouette."
0418545036,ALGOT 2-p body,Bodysuit,Garment Upper body,Dark Blue,Newborn,Baby Essentials & Complements,Jersey Fancy,Wrapover bodysuits in soft organic cotton jersey with long sleeves and press-studs at the side and crotch.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/041/0418545036.jpg,algot 2-p body bodysuit garment upper body dark blue newborn baby essentials & complements jersey fancy wrapover bodysuits in soft organic cotton jersey with long sleeves and press-studs at the side and crotch.
0517729101,Anna headband,Hair/alice band,Accessories,Other Red,Hair Accessories,Womens Small accessories,Accessories,Hairband with a knot detail at the front and covered elastic at the back.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0517729101.jpg,anna headband hair/alice band accessories other red hair accessories womens small accessories accessories hairband with a knot detail at the front and covered elastic at the back.
0416961033,Jade Denim Short TRS,Trousers,Garment Lower body,Red,Trousers,Divided Collection,Trousers,"High-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/041/0416961033.jpg,"jade denim short trs trousers garment lower body red trousers divided collection trousers high-waisted jeans in washed superstretch denim with a zip fly and button, fake front pockets, real back pockets and super-skinny legs."
0511414001,Maja Top,Blouse,Garment Upper body,White,Young Girl Dresses,Young Girl,Dresses/Skirts girls,"Sleeveless blouse in woven fabric. Buttons down the front, chest pocket, yoke with gathers at the back and tie at the hem. Rounded at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0511414001.jpg,"maja top blouse garment upper body white young girl dresses young girl dresses/skirts girls sleeveless blouse in woven fabric. buttons down the front, chest pocket, yoke with gathers at the back and tie at the hem. rounded at the back."
0518647001,Brago,Trousers,Garment Lower body,Dark Blue,Trouser,Men Suits & Tailoring,Trousers,"Marled suit trousers in an Italian wool weave with a lightly brushed finish. Extended waistband with a button and concealed hook-and-eye fastener, zip fly, pockets in the side seams, flap back pockets with a button and legs with creases and turn-ups at the hems. Slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette. For matching jacket look for: 0506221.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0518647001.jpg,"brago trousers garment lower body dark blue trouser men suits & tailoring trousers marled suit trousers in an italian wool weave with a lightly brushed finish. extended waistband with a button and concealed hook-and-eye fastener, zip fly, pockets in the side seams, flap back pockets with a button and legs with creases and turn-ups at the hems. slim fit that is close-fitting at the thighs, knees and ankles to create a fitted silhouette. for matching jacket look for: 0506221."
0485537034,TP Valter pj SB,Pyjama set,Nightwear,Red,Kids Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear",Pyjamas in soft ribbed cotton jersey with contrasting colour ribbing. Long-sleeved top. Bottoms with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485537034.jpg,"tp valter pj sb pyjama set nightwear red kids boy uw/nw boys underwear & basics under-, nightwear pyjamas in soft ribbed cotton jersey with contrasting colour ribbing. long-sleeved top. bottoms with an elasticated waist."
0513699028,R-NECK SS BASIC 3 PK,T-shirt,Garment Upper body,Dark Green,Light Basic Jersey,Men Underwear,Jersey Basic,Round-necked T-shirts in organic cotton jersey.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0513699028.jpg,r-neck ss basic 3 pk t-shirt garment upper body dark green light basic jersey men underwear jersey basic round-necked t-shirts in organic cotton jersey.
0425218024,Hudson sarong,Scarf,Accessories,Light Beige,Swimwear,"Womens Swimwear, beachwear",Swimwear,"Sarong in an airy, patterned weave. Size 130x150 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/042/0425218024.jpg,"hudson sarong scarf accessories light beige swimwear womens swimwear, beachwear swimwear sarong in an airy, patterned weave. size 130x150 cm."
0293433043,2-p basic cotton tights SG,Underwear Tights,Socks & Tights,Dark Red,Kids Girl S&T,Girls Underwear & Basics,Socks and Tights,"Tights in a soft, fine knit with an elasticated waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/029/0293433043.jpg,"2-p basic cotton tights sg underwear tights socks & tights dark red kids girl s&t girls underwear & basics socks and tights tights in a soft, fine knit with an elasticated waist."
0306307043,Lima ss,T-shirt,Garment Upper body,Light Orange,Basic 1,Divided Basics,Jersey Basic,Fitted top in jersey with short sleeves.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/030/0306307043.jpg,lima ss t-shirt garment upper body light orange basic 1 divided basics jersey basic fitted top in jersey with short sleeves.
0485241005,Planck Nylon Watch,Watch,Accessories,Black,Small Accessories,Men Accessories,Accessories,"Metal watch with an adjustable strap in nylon with a metal buckle. Width of strap 2 cm, total length 24.5 cm. Diameter of watch 3.5 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485241005.jpg,"planck nylon watch watch accessories black small accessories men accessories accessories metal watch with an adjustable strap in nylon with a metal buckle. width of strap 2 cm, total length 24.5 cm. diameter of watch 3.5 cm."
0529017001,Stetson SP Andes,Bra,Underwear,Black,Expressive Lingerie,Womens Lingerie,"Under-, Nightwear","Super push-up bra in microfibre and lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps with a lace detail at the back and a narrow fastening at the back with two pairs of hooks and eyes.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0529017001.jpg,"stetson sp andes bra underwear black expressive lingerie womens lingerie under-, nightwear super push-up bra in microfibre and lace with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. narrow, adjustable shoulder straps with a lace detail at the back and a narrow fastening at the back with two pairs of hooks and eyes."
0333323019,Basic rolltops 3PACK,Socks,Socks & Tights,Dark Blue,Baby Socks,Baby Essentials & Complements,Socks and Tights,Fine-knit socks in a soft cotton blend with a foldover shaft. (Sizes 3-9 with anti-slip protectors.) The socks are made partly from organic cotton.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/033/0333323019.jpg,basic rolltops 3pack socks socks & tights dark blue baby socks baby essentials & complements socks and tights fine-knit socks in a soft cotton blend with a foldover shaft. (sizes 3-9 with anti-slip protectors.) the socks are made partly from organic cotton.
0485546020,Justin 2-p tank SB,Vest top,Garment Upper body,Red,Kids Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear",Vest tops in cotton jersey. One with an all-over print an one in a solid colour.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485546020.jpg,"justin 2-p tank sb vest top garment upper body red kids boy uw/nw boys underwear & basics under-, nightwear vest tops in cotton jersey. one with an all-over print an one in a solid colour."
0510295001,DANNY top,Bikini top,Swimwear,Dark Orange,Swimwear,"Womens Swimwear, beachwear",Swimwear,"Fully lined triangle bikini top with removable inserts, a knot detail at the front and ties at the back of the neck. Metal fastener at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0510295001.jpg,"danny top bikini top swimwear dark orange swimwear womens swimwear, beachwear swimwear fully lined triangle bikini top with removable inserts, a knot detail at the front and ties at the back of the neck. metal fastener at the back."
0392269011,CORBY TANK,Vest top,Garment Upper body,Blue,Jersey Fancy,Contemporary Smart,Jersey Fancy,"Vest top in soft, marled jersey with a chest pocket and raw, roll edges around the neckline and armholes.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/039/0392269011.jpg,"corby tank vest top garment upper body blue jersey fancy contemporary smart jersey fancy vest top in soft, marled jersey with a chest pocket and raw, roll edges around the neckline and armholes."
0512027002,Jolie Blouse,Blouse,Garment Upper body,Dark Green,Projects Woven Tops,Divided Projects,Blouses,"Sleeveless blouse in airy, crinkled chiffon with a textured pattern. Collar, buttons down the front, hemstitched insets and sewn-in pin-tucks at the front and a small frill trim around the armholes.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0512027002.jpg,"jolie blouse blouse garment upper body dark green projects woven tops divided projects blouses sleeveless blouse in airy, crinkled chiffon with a textured pattern. collar, buttons down the front, hemstitched insets and sewn-in pin-tucks at the front and a small frill trim around the armholes."
0447694002,Benny Shorts (1),Trousers,Garment Lower body,Grey,Jersey Basic,Men Underwear,Jersey Basic,"Shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and one back pocket. Brushed inside.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/044/0447694002.jpg,"benny shorts (1) trousers garment lower body grey jersey basic men underwear jersey basic shorts in sweatshirt fabric with an elasticated drawstring waist, side pockets and one back pocket. brushed inside."
0520175011,Cecilia 5pk shaftless,Socks,Socks & Tights,Light Pink,Kids Girl S&T,Girls Underwear & Basics,Socks and Tights,"Trainer socks in a soft, fine-knit cotton blend.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0520175011.jpg,"cecilia 5pk shaftless socks socks & tights light pink kids girl s&t girls underwear & basics socks and tights trainer socks in a soft, fine-knit cotton blend."
0500362002,BB Lazy parka,Jacket,Garment Upper body,Dark Blue,Young Boy Outdoor,Kids Outerwear,Outdoor,"Padded parka in sturdy fabric with a detachable, pile-lined hood, stand-up collar and zip down the front with a wind flap and press-studs. Welt chest pocket, flap front pockets with a press-stud, and inner ribbing at the cuffs. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0500362002.jpg,"bb lazy parka jacket garment upper body dark blue young boy outdoor kids outerwear outdoor padded parka in sturdy fabric with a detachable, pile-lined hood, stand-up collar and zip down the front with a wind flap and press-studs. welt chest pocket, flap front pockets with a press-stud, and inner ribbing at the cuffs. lined."
0496923005,Kenzy Denim Dungaree,Dungarees,Garment Full body,Blue,Shorts,Divided Collection,Shorts,"Short dungaree shorts in washed denim with hard-worn details, adjustable straps and a fake fly. Front pocket, side pockets, back pockets, buttons at the sides and sewn-in turn-ups at the hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/049/0496923005.jpg,"kenzy denim dungaree dungarees garment full body blue shorts divided collection shorts short dungaree shorts in washed denim with hard-worn details, adjustable straps and a fake fly. front pocket, side pockets, back pockets, buttons at the sides and sewn-in turn-ups at the hems."
0375917005,Hat Frank Fedora(1),Felt hat,Accessories,Yellowish Brown,Accessories,Men Accessories,Accessories,Hat in felted fabric with a grosgrain band. Width of brim 6 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0375917005.jpg,hat frank fedora(1) felt hat accessories yellowish brown accessories men accessories accessories hat in felted fabric with a grosgrain band. width of brim 6 cm.
0485678037,TP Sixten 3-p boxer BB,Underwear bottom,Underwear,White,Young Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear","Boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0485678037.jpg,"tp sixten 3-p boxer bb underwear bottom underwear white young boy uw/nw boys underwear & basics under-, nightwear boxer shorts in organic cotton jersey with short legs, an elasticated waist and lined front."
0524529007,Olga Tank,Vest top,Garment Upper body,Dark Blue,Tops Knitwear,Divided Collection,Knitwear,"Short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/052/0524529007.jpg,"olga tank vest top garment upper body dark blue tops knitwear divided collection knitwear short top in a soft rib knit in a narrow cut at the top with short, narrow shoulder straps."
0189691051,Carolina sweater (1),Sweater,Garment Upper body,Greenish Khaki,Basic 1,Divided Basics,Jersey Basic,Long-sleeved top in sweatshirt fabric with ribbing at the cuffs and hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/018/0189691051.jpg,carolina sweater (1) sweater garment upper body greenish khaki basic 1 divided basics jersey basic long-sleeved top in sweatshirt fabric with ribbing at the cuffs and hem.
0515989012,Ronda lace tank,Vest top,Garment Upper body,Light Orange,Jersey,Womens Casual,Jersey Fancy,Ribbed vest top in soft organic cotton jersey. Lace around the neckline and armholes and overlocked hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515989012.jpg,ronda lace tank vest top garment upper body light orange jersey womens casual jersey fancy ribbed vest top in soft organic cotton jersey. lace around the neckline and armholes and overlocked hem.
0488015001,TP Stellan 7-p shaftless B (1),Socks,Socks & Tights,Dark Blue,Young Boy Socks,Boys Underwear & Basics,Socks and Tights,"Trainer socks in a soft, fine-knit cotton blend.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0488015001.jpg,"tp stellan 7-p shaftless b (1) socks socks & tights dark blue young boy socks boys underwear & basics socks and tights trainer socks in a soft, fine-knit cotton blend."
0511803007,Messi scarf,Scarf,Accessories,Dark Blue,EQ & Special Collections,Womens Big accessories,Accessories,Scarf in a soft weave with a lightly brushed finish and frayed edges. Size 70x200 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0511803007.jpg,messi scarf scarf accessories dark blue eq & special collections womens big accessories accessories scarf in a soft weave with a lightly brushed finish and frayed edges. size 70x200 cm.
0507987024,Stina scarf,Scarf,Accessories,Dark Pink,Knit & Woven,Divided Accessories,Accessories,"Scarf in a soft, fine knit with fringes on the short sides. Size 45x190 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0507987024.jpg,"stina scarf scarf accessories dark pink knit & woven divided accessories accessories scarf in a soft, fine knit with fringes on the short sides. size 45x190 cm."
0482130002,Han,Dress,Garment Full body,Dark Blue,Dress,Womens Tailoring,Dresses Ladies,Knee-length dress in woven fabric. Crêpe top with a zip at the back and pleated skirt. Lined.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0482130002.jpg,han dress garment full body dark blue dress womens tailoring dresses ladies knee-length dress in woven fabric. crêpe top with a zip at the back and pleated skirt. lined.
0448509024,Perrie Slim Mom Denim TRS,Trousers,Garment Lower body,Dark Blue,Trousers,Divided Collection,Trousers,"5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/044/0448509024.jpg,"perrie slim mom denim trs trousers garment lower body dark blue trousers divided collection trousers 5-pocket, ankle-length jeans in washed, sturdy cotton denim with a high waist, button fly and slim, straight legs with raw-edge hems."
0504263004,Flirty Chantal plastic pouch,Other accessories,Accessories,Green,Other items,Womens Small accessories,Accessories,"Wash bag in printed, transparent plastic with a closure at the top for practical storage of items such as wet swimwear. Size 22x32 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0504263004.jpg,"flirty chantal plastic pouch other accessories accessories green other items womens small accessories accessories wash bag in printed, transparent plastic with a closure at the top for practical storage of items such as wet swimwear. size 22x32 cm."
0348330027,Tanktop body Mixed 2p,Bodysuit,Garment Upper body,Grey,Baby basics,Baby Essentials & Complements,Jersey Basic,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/034/0348330027.jpg,tanktop body mixed 2p bodysuit garment upper body grey baby basics baby essentials & complements jersey basic sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.
0500449026,Printed Hood,Hoodie,Garment Upper body,Black,Jersey Fancy,Contemporary Street,Jersey Fancy,Top in sturdy sweatshirt fabric with a print motif and jersey-lined drawstring hood. Kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0500449026.jpg,printed hood hoodie garment upper body black jersey fancy contemporary street jersey fancy top in sturdy sweatshirt fabric with a print motif and jersey-lined drawstring hood. kangaroo pocket and ribbing at the cuffs and hem. soft brushed inside.
0305304020,Boy Denim Shorts,Shorts,Garment Lower body,Blue,Shorts,Divided Collection,Shorts,"5-pocket, low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/030/0305304020.jpg,"boy denim shorts shorts garment lower body blue shorts divided collection shorts 5-pocket, low-rise shorts in washed denim with hard-worn details, a button fly and sewn-in turn-ups at the hems."
0506413002,Lars Gymbag (1),Bag,Accessories,Black,Bottoms Girls,Kids Sports,Unknown,"Cylindrical sports bag in woven fabric with coated details and a print motif. Zip at the top, two handles that can be joined together with a hook and loop fastening and an adjustable shoulder strap. Lined. Size 24x40 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0506413002.jpg,"lars gymbag (1) bag accessories black bottoms girls kids sports unknown cylindrical sports bag in woven fabric with coated details and a print motif. zip at the top, two handles that can be joined together with a hook and loop fastening and an adjustable shoulder strap. lined. size 24x40 cm."
0504410007,Peter Peacoat,Coat,Garment Upper body,Black,Jacket,Mens Outerwear,Outdoor,"Double-breasted pea coat in a felted wool blend containing some cashmere. Wide pointed lapels, buttons down the front, welt side pockets, two inner pockets and an adjustable buttoned tab at the cuffs. Lined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0504410007.jpg,"peter peacoat coat garment upper body black jacket mens outerwear outdoor double-breasted pea coat in a felted wool blend containing some cashmere. wide pointed lapels, buttons down the front, welt side pockets, two inner pockets and an adjustable buttoned tab at the cuffs. lined."
0296476013,DIVA ROBE,Robe,Underwear,Dark Blue,Young Girl UW/NW,Girls Underwear & Basics,"Under-, Nightwear","Dressing gown in soft, patterned fleece with a hood, side pockets and tie belt at the waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/029/0296476013.jpg,"diva robe robe underwear dark blue young girl uw/nw girls underwear & basics under-, nightwear dressing gown in soft, patterned fleece with a hood, side pockets and tie belt at the waist."
0515833009,Rally 2-p,Underwear Tights,Socks & Tights,Dark Purple,Kids Girl S&T,Girls Underwear & Basics,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515833009.jpg,rally 2-p underwear tights socks & tights dark purple kids girl s&t girls underwear & basics socks and tights fine-knit tights in a soft cotton blend with an elasticated waist.
0478646002,Basic Gigi necklace,Necklace,Accessories,Silver,Jewellery,Womens Small accessories,Accessories,"Short, three-strand necklace made up of different metal chains, the longest with a round pendant. Adjustable length, 42-49 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/047/0478646002.jpg,"basic gigi necklace necklace accessories silver jewellery womens small accessories accessories short, three-strand necklace made up of different metal chains, the longest with a round pendant. adjustable length, 42-49 cm."
0518329015,Space Treggings,Trousers,Garment Lower body,Light Orange,Trouser,Womens Everyday Collection,Trousers,"Treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0518329015.jpg,"space treggings trousers garment lower body light orange trouser womens everyday collection trousers treggings in superstretch twill with an elasticated waist, fake pockets at the front and real pockets at the back."
0237347052,Theron,Hoodie,Garment Upper body,Light Orange,Jersey Basic,Womens Everyday Basics,Jersey Basic,"Jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/023/0237347052.jpg,"theron hoodie garment upper body light orange jersey basic womens everyday basics jersey basic jacket in sweatshirt fabric with a lined drawstring hood, zip down the front, side pockets and ribbing at the cuffs and hem."
0377277037,Svea Cropped Tank,Vest top,Garment Upper body,Dark Blue,Basic 1,Divided Basics,Jersey Basic,"Short, fitted jersey top with narrow shoulder straps.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0377277037.jpg,"svea cropped tank vest top garment upper body dark blue basic 1 divided basics jersey basic short, fitted jersey top with narrow shoulder straps."
0488015046,TP Stellan shaftless B (1) 7-p,Socks,Socks & Tights,Dark Blue,Young Boy Socks,Boys Underwear & Basics,Socks and Tights,"Trainer socks in a soft, fine-knit cotton blend.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0488015046.jpg,"tp stellan shaftless b (1) 7-p socks socks & tights dark blue young boy socks boys underwear & basics socks and tights trainer socks in a soft, fine-knit cotton blend."
0380894037,ChloÃ© cosmetic bag,Bag,Accessories,Light Purple,Other Accessories,Divided Accessories,Accessories,Make-up bag in imitation leather with a zip at the top with a tassel. Lined. Size 6x10.5x18.5 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/038/0380894037.jpg,chloã© cosmetic bag bag accessories light purple other accessories divided accessories accessories make-up bag in imitation leather with a zip at the top with a tassel. lined. size 6x10.5x18.5 cm.
0452898020,MARION-SHORTS,Shorts,Garment Lower body,Dark Blue,Light Basic Jersey,Men Underwear,Jersey Basic,Shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/045/0452898020.jpg,marion-shorts shorts garment lower body dark blue light basic jersey men underwear jersey basic shorts in sweatshirt fabric with an elasticated drawstring waist and side pockets.
0507909015,Rebecca,Shirt,Garment Upper body,Light Blue,Blouse,Womens Tailoring,Blouses,"Gently tailored shirt in a stretch cotton blend with a turn-down collar, V-neck, buttons down the front and buttoned cuffs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0507909015.jpg,"rebecca shirt garment upper body light blue blouse womens tailoring blouses gently tailored shirt in a stretch cotton blend with a turn-down collar, v-neck, buttons down the front and buttoned cuffs."
0349669006,Lenny braces,Belt,Accessories,Black,Baby Toys/Acc,Baby Essentials & Complements,Accessories,Adjustable elastic braces with metal fasteners and imitation leather details.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/034/0349669006.jpg,lenny braces belt accessories black baby toys/acc baby essentials & complements accessories adjustable elastic braces with metal fasteners and imitation leather details.
0508929054,NIKE,Trousers,Garment Lower body,Grey,Kids Girl Jersey Basic,Girls Underwear & Basics,Jersey Basic,Leggings in sturdy jersey made from an organic cotton blend with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0508929054.jpg,nike trousers garment lower body grey kids girl jersey basic girls underwear & basics jersey basic leggings in sturdy jersey made from an organic cotton blend with an elasticated waist.
0312058003,SS body girly with collar,Bodysuit,Garment Upper body,White,Baby basics,Baby Essentials & Complements,Jersey Basic,"Short-sleeved bodysuit in organic cotton jersey with a collar, short puff sleeves with scalloped edges, buttons at the neck and press-studs at the crotch.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/031/0312058003.jpg,"ss body girly with collar bodysuit garment upper body white baby basics baby essentials & complements jersey basic short-sleeved bodysuit in organic cotton jersey with a collar, short puff sleeves with scalloped edges, buttons at the neck and press-studs at the crotch."
0375248023,LOVE 2-pack leggings,Leggings/Tights,Garment Lower body,Dark Grey,Young Girl Jersey Basic,Girls Underwear & Basics,Jersey Basic,"3/4-length leggings in soft, organic cotton jersey with an elasticated waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0375248023.jpg,"love 2-pack leggings leggings/tights garment lower body dark grey young girl jersey basic girls underwear & basics jersey basic 3/4-length leggings in soft, organic cotton jersey with an elasticated waist."
0501120007,Hayward pull-on trs,Trousers,Garment Lower body,Black,Kids Boy Trouser,Kids Boy,Trousers,Pull-on trousers in a cotton weave with an elasticated drawstring waist and side pockets. Tapered legs with seams at the knees and wide elastication at the hems.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/050/0501120007.jpg,hayward pull-on trs trousers garment lower body black kids boy trouser kids boy trousers pull-on trousers in a cotton weave with an elasticated drawstring waist and side pockets. tapered legs with seams at the knees and wide elastication at the hems.
0519475001,Strass sunglas strap,Other accessories,Accessories,Silver,Small Accessories,Divided Accessories,Accessories,Glasses chain in metal decorated with sparkly glass stones. Length 97 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0519475001.jpg,strass sunglas strap other accessories accessories silver small accessories divided accessories accessories glasses chain in metal decorated with sparkly glass stones. length 97 cm.
0372576017,Robin 7pk Basic,Underwear bottom,Underwear,Black,Underwear Jersey,Men Underwear,"Under-, Nightwear","Trunks in stretch organic cotton jersey with flatlock seams, an elasticated waist, lined front and short legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/037/0372576017.jpg,"robin 7pk basic underwear bottom underwear black underwear jersey men underwear under-, nightwear trunks in stretch organic cotton jersey with flatlock seams, an elasticated waist, lined front and short legs."
0445400005,Johan s/l pj BB,Pyjama set,Nightwear,Red,Young Boy UW/NW,Boys Underwear & Basics,"Under-, Nightwear",Pyjama T-shirt and shorts in soft cotton jersey. T-shirt with a print motif on the front and shorts with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/044/0445400005.jpg,"johan s/l pj bb pyjama set nightwear red young boy uw/nw boys underwear & basics under-, nightwear pyjama t-shirt and shorts in soft cotton jersey. t-shirt with a print motif on the front and shorts with an elasticated waist."
